epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,419.012,1.05465,20.5376,1.9813,0.40652,0.35354,0.30873,0.11373,1.0619,21.5605,2.07769,0.000650909,0.000650909,0.000650909
35,430.494,1.06471,20.4103,2.00349,0.44672,0.21212,0.28293,0.102,1.07278,21.3624,2.08496,0.000627331,0.000627331,0.000627331
36,441.587,1.06383,20.6754,1.9872,0.386,0.35354,0.15442,0.06702,1.09223,21.586,2.10113,0.000603752,0.000603752,0.000603752
37,453.024,1.04053,20.1677,1.96568,0.40247,0.32323,0.14191,0.05499,1.06227,22.2062,2.08122,0.000580174,0.000580174,0.000580174
38,465.212,1.05394,20.1519,1.99988,0.40375,0.32323,0.09653,0.04202,1.07234,21.9157,2.1887,0.000556595,0.000556595,0.000556595
39,476.874,1.04189,20.2721,1.99986,0.40623,0.15152,0.12272,0.04917,1.12736,21.8075,2.25172,0.000533017,0.000533017,0.000533017
40,488.155,1.06604,19.9488,2.02282,0.7876,0.20727,0.13383,0.05359,1.138,21.5394,2.26305,0.000509438,0.000509438,0.000509438
41,499.7,1.07096,19.5394,2.02536,0.75316,0.12121,0.13803,0.05629,1.09921,21.1082,2.22286,0.00048586,0.00048586,0.00048586
42,511.184,1.0268,19.6182,1.97173,0.78362,0.18182,0.12953,0.05543,1.02689,20.996,2.16763,0.000462281,0.000462281,0.000462281
43,522.713,1.05016,19.8506,2.00434,0.76325,0.18182,0.11297,0.04965,1.04696,20.9493,2.16308,0.000438703,0.000438703,0.000438703
44,534.05,1.04063,20.2118,1.95657,0.77006,0.18182,0.12713,0.04968,1.06325,21.1091,2.09436,0.000415124,0.000415124,0.000415124
45,545.083,1.03627,19.4598,1.98773,0.40237,0.24242,0.12149,0.04678,1.05396,21.278,2.08309,0.000391546,0.000391546,0.000391546
46,556.11,1.03178,19.2241,1.9746,0.3962,0.21212,0.12197,0.05211,1.03077,20.497,2.07155,0.000367967,0.000367967,0.000367967
47,567.738,1.01545,19.6757,1.98394,0.45273,0.21212,0.12418,0.0523,1.03901,20.3305,2.08243,0.000344389,0.000344389,0.000344389
48,579.041,1.03896,18.9234,1.98397,0.46936,0.21212,0.1323,0.05903,1.04683,20.3934,2.08694,0.00032081,0.00032081,0.00032081
49,590.668,0.99384,19.1083,1.95023,0.44842,0.18182,0.13244,0.04482,1.10228,20.9642,2.14416,0.000297232,0.000297232,0.000297232
50,602.299,0.99228,19.492,1.91319,0.4045,0.21212,0.12938,0.04967,1.11635,21.1226,2.13535,0.000273654,0.000273654,0.000273654
51,612.706,0.97804,18.9302,1.88474,0.42096,0.21212,0.14025,0.04523,1.1186,21.4665,2.13001,0.000250075,0.000250075,0.000250075
52,623.134,0.96886,18.88,1.8961,0.42985,0.21212,0.13821,0.0453,1.11359,21.5813,2.11805,0.000226497,0.000226497,0.000226497
53,633.522,0.97675,18.9949,1.90779,0.46056,0.21212,0.13601,0.04814,1.094,21.3097,2.10777,0.000202918,0.000202918,0.000202918
54,644.029,1.00384,18.5416,1.94575,0.47061,0.19138,0.13458,0.05391,1.08794,21.268,2.11709,0.00017934,0.00017934,0.00017934
55,654.476,0.98078,18.7165,1.86904,0.44126,0.14543,0.12712,0.04773,1.10572,21.1098,2.12001,0.000155761,0.000155761,0.000155761
56,664.986,0.9628,18.1222,1.88081,0.77689,0.14982,0.1328,0.0496,1.10177,20.5246,2.10636,0.000132183,0.000132183,0.000132183
57,675.395,0.97021,18.5438,1.86398,0.80069,0.21212,0.13745,0.05501,1.10489,19.9256,2.11101,0.000108604,0.000108604,0.000108604
58,685.809,0.97202,18.3881,1.8697,0.80193,0.21212,0.13627,0.05847,1.10188,19.9806,2.09754,8.50255e-05,8.50255e-05,8.50255e-05
59,696.289,0.94745,18.1113,1.84675,0.80805,0.20133,0.13223,0.05306,1.09932,20.2995,2.0854,6.1447e-05,6.1447e-05,6.1447e-05
60,706.757,0.99192,18.5663,1.92536,0.8053,0.21212,0.13608,0.05863,1.09859,20.2561,2.08507,3.78685e-05,3.78685e-05,3.78685e-05
