epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,122.339,1.78174,41.4534,1.77774,0.7631,0.4523,0.37579,0.15912,2.07009,17.33,2.61748,0.000607222,0.000607222,0.000607222
19,128.869,1.64701,34.7948,1.62285,0.29572,0.27778,0.28214,0.1626,1.85888,18.8487,2.51918,0.000597705,0.000597705,0.000597705
20,135.196,1.71072,36.2471,1.62897,0.10557,0.27778,0.28947,0.16938,1.78209,21.5588,2.31799,0.000588189,0.000588189,0.000588189
21,141.506,1.51447,49.9861,1.40266,0.9912,0.16667,0.29544,0.16264,1.9759,15.703,2.33313,0.000578672,0.000578672,0.000578672
22,147.716,1.61294,34.168,1.62011,0.00541,0.91667,0.17582,0.07395,2.46052,18.9996,2.86363,0.000569156,0.000569156,0.000569156
23,153.959,1.47844,47.0467,1.39056,0.00578,1,0.11267,0.02807,2.29781,19.5001,2.42292,0.00055964,0.00055964,0.00055964
24,160.409,1.57672,42.1424,1.46557,0.8527,0.22222,0.41349,0.16979,1.76184,19.6732,2.27253,0.000550123,0.000550123,0.000550123
25,167.053,1.64425,39.1503,1.76133,0.56571,0.5,0.4203,0.23347,1.59078,37.3863,2.15553,0.000540607,0.000540607,0.000540607
26,173.431,1.26362,49.1968,1.3457,0.66524,0.27778,0.27225,0.1404,1.27827,38.861,1.94739,0.000531091,0.000531091,0.000531091
27,179.856,1.67793,35.2679,1.63999,0.68929,0.5,0.472,0.24483,1.2446,15.9307,1.8719,0.000521574,0.000521574,0.000521574
28,186.135,1.52148,37.9241,1.4829,0.73557,0.5,0.47013,0.24265,1.40048,30.9607,1.87339,0.000512058,0.000512058,0.000512058
29,192.494,1.27324,35.9945,1.33595,0.54306,0.42282,0.33267,0.18109,1.73244,45.9858,2.02286,0.000502541,0.000502541,0.000502541
30,198.939,1.4327,40.936,1.45402,0.36969,0.83333,0.62402,0.2102,1.83693,35.5184,2.18774,0.000493025,0.000493025,0.000493025
31,205.483,1.54457,33.4075,1.51874,0.75029,0.5,0.3841,0.21553,1.72937,25.0041,2.11156,0.000483509,0.000483509,0.000483509
32,211.874,1.4812,37.7231,1.49855,0.76952,0.5,0.40298,0.24864,1.60679,25.8036,1.92604,0.000473992,0.000473992,0.000473992
33,218.732,1.40721,31.5672,1.45143,0.3736,0.83333,0.84332,0.41136,1.35652,50.4793,1.70554,0.000464476,0.000464476,0.000464476
34,225.078,1.15855,37.0763,1.26594,0.62072,0.5,0.50081,0.34344,1.3375,59.7171,1.64263,0.00045496,0.00045496,0.00045496
35,231.358,1.35813,30.3825,1.36657,1,0.5,0.51915,0.34435,1.45963,61.6694,1.75866,0.000445443,0.000445443,0.000445443
36,237.681,1.32247,34.7879,1.29105,0.69345,0.5,0.51293,0.33663,1.55007,20.6958,1.94235,0.000435927,0.000435927,0.000435927
37,243.949,1.45324,27.6797,1.48392,0.76212,0.4813,0.55271,0.34009,1.59145,14.4326,2.01514,0.000426411,0.000426411,0.000426411
38,249.963,1.31784,30.0723,1.4007,0.59198,0.83333,0.83699,0.45947,1.65629,21.318,2.14453,0.000416894,0.000416894,0.000416894
39,256.476,1.51122,37.1627,1.49304,0.49073,0.83333,0.79645,0.35104,1.63564,28.5024,2.17755,0.000407378,0.000407378,0.000407378
40,262.681,1.44165,30.5634,1.39794,0.28491,0.81941,0.6198,0.34613,1.82421,40.5798,2.3458,0.000397861,0.000397861,0.000397861
41,269.119,1.4137,22.8497,1.47918,0.62226,0.5,0.46836,0.26967,1.8682,93.3136,2.5655,0.000388345,0.000388345,0.000388345
42,275.383,1.47896,28.3868,1.44232,0.31944,0.80704,0.62877,0.36558,1.69747,52.0059,2.30063,0.000378829,0.000378829,0.000378829
43,281.584,1.35926,31.7812,1.37475,0.45867,0.83333,0.64438,0.38681,1.41086,32.4683,1.99887,0.000369312,0.000369312,0.000369312
44,287.867,1.08022,35.9273,1.15927,0.71767,0.83333,0.83246,0.50183,1.50983,23.6637,1.84515,0.000359796,0.000359796,0.000359796
45,294.671,1.30453,27.939,1.39052,0.73647,0.83333,0.80401,0.52306,1.34215,29.0206,1.74307,0.00035028,0.00035028,0.00035028
46,301.187,1.29879,23.5253,1.42003,0.35719,0.83333,0.64285,0.4329,1.39768,45.5072,1.83003,0.000340763,0.000340763,0.000340763
47,307.74,1.17955,24.421,1.30614,0.31196,0.5,0.51719,0.32611,1.48458,58.2652,1.9421,0.000331247,0.000331247,0.000331247
48,314.036,1.31741,25.1106,1.35425,0.24771,0.5,0.45229,0.3185,1.41908,74.9802,2.02433,0.00032173,0.00032173,0.00032173
49,320.286,1.31369,26.0187,1.39194,0.3555,0.5,0.50869,0.35821,1.22501,56.4169,1.86836,0.000312214,0.000312214,0.000312214
50,327.071,1.34512,18.1965,1.44267,0.40693,0.5,0.51146,0.34969,1.06179,59.0623,1.78982,0.000302698,0.000302698,0.000302698
51,333.213,1.25865,25.7498,1.31454,0.3946,0.5,0.48424,0.30622,1.22036,71.4125,1.8234,0.000293181,0.000293181,0.000293181
52,339.478,1.16211,23.4491,1.25457,0.55833,0.5,0.53519,0.368,1.29952,33.3856,1.77521,0.000283665,0.000283665,0.000283665
53,345.898,1.15081,24.6198,1.21448,0.67122,0.61111,0.60913,0.41274,1.40266,16.6932,1.7901,0.000274148,0.000274148,0.000274148
54,352.288,1.41016,28.3247,1.29942,0.69439,0.61111,0.58329,0.36117,1.32265,22.0966,1.74747,0.000264632,0.000264632,0.000264632
55,358.797,1.29217,27.2045,1.31108,0.58598,0.80465,0.67748,0.38958,1.25733,29.3215,1.81344,0.000255116,0.000255116,0.000255116
56,364.985,1.02311,23.1056,1.22187,0.49227,0.83333,0.57242,0.37437,1.22953,39.5834,1.85007,0.000245599,0.000245599,0.000245599
57,371.237,1.22996,23.2133,1.34212,0.46829,0.83333,0.56556,0.35854,1.30204,50.3073,1.90257,0.000236083,0.000236083,0.000236083
58,377.711,1.27273,22.7756,1.37986,1,0.27778,0.52467,0.35137,1.31589,53.8964,1.95195,0.000226567,0.000226567,0.000226567
59,384.187,1.36434,21.2706,1.39213,0.44824,0.5,0.49074,0.33094,1.24161,78.1762,1.91244,0.00021705,0.00021705,0.00021705
60,390.649,1.27946,28.7347,1.43155,0.28865,0.5,0.47621,0.31502,1.13055,63.1058,1.75762,0.000207534,0.000207534,0.000207534
61,397.323,1.23905,18.8372,1.39372,0.43679,0.5,0.53373,0.37964,1.10747,48.2814,1.68999,0.000198018,0.000198018,0.000198018
62,403.874,1.22404,20.2267,1.28006,0.57398,0.5,0.54744,0.38567,1.07889,32.4001,1.68805,0.000188501,0.000188501,0.000188501
63,410.343,1.18552,17.4898,1.34863,0.62328,0.5,0.59628,0.40026,1.15695,28.821,1.70488,0.000178985,0.000178985,0.000178985
64,416.848,1.10856,26.4527,1.26306,0.61057,0.5,0.59161,0.3994,1.21717,35.9935,1.75922,0.000169468,0.000169468,0.000169468
65,423.334,1.04251,19.0461,1.18674,0.58489,0.83333,0.56492,0.41728,1.27505,28.587,1.74504,0.000159952,0.000159952,0.000159952
66,429.963,1.03901,26.59,1.1751,0.669,0.83333,0.56671,0.40415,1.25431,28.66,1.68561,0.000150436,0.000150436,0.000150436
67,436.052,0.95463,21.1198,1.20395,0.73892,0.79509,0.68796,0.49323,1.28245,24.4369,1.70592,0.000140919,0.000140919,0.000140919
68,442.395,1.08898,31.0101,1.19966,0.74157,0.83333,0.69483,0.49504,1.27234,23.6803,1.67271,0.000131403,0.000131403,0.000131403
69,448.696,1.18772,19.8082,1.34613,0.75329,0.83333,0.70417,0.47642,1.46931,18.8023,1.73637,0.000121887,0.000121887,0.000121887
70,454.895,1.05352,29.3064,1.13456,0.7085,0.83333,0.7121,0.48264,1.4886,19.1676,1.74093,0.00011237,0.00011237,0.00011237
71,465.788,0.92132,35.8562,1.0929,0.72631,0.72222,0.681,0.47403,1.52146,23.7218,1.82561,0.000102854,0.000102854,0.000102854
72,473.174,0.77571,33.0463,0.93723,0.78221,0.83333,0.71097,0.51673,1.45279,24.2723,1.78285,9.33374e-05,9.33374e-05,9.33374e-05
73,479.357,0.80486,33.22,0.99463,0.63764,0.75879,0.64732,0.4596,1.41118,21.7111,1.78504,8.3821e-05,8.3821e-05,8.3821e-05
74,485.48,0.78748,29.8276,1.06063,0.58222,0.83333,0.5334,0.42717,1.35641,15.4251,1.79147,7.43046e-05,7.43046e-05,7.43046e-05
75,491.625,0.76189,35.1899,0.90528,0.63125,0.82597,0.59679,0.45689,1.35188,16.499,1.75863,6.47882e-05,6.47882e-05,6.47882e-05
76,497.899,0.68988,35.1555,0.87648,0.68102,0.72222,0.59694,0.45413,1.37356,16.422,1.77118,5.52719e-05,5.52719e-05,5.52719e-05
77,504.228,0.76191,30.7732,0.93728,0.69965,0.82595,0.65727,0.47283,1.42308,17.2917,1.81219,4.57555e-05,4.57555e-05,4.57555e-05
78,510.337,0.79801,29.9309,0.97656,0.78658,0.81528,0.6888,0.51313,1.41431,18.1238,1.78799,3.62391e-05,3.62391e-05,3.62391e-05
79,516.988,0.82063,33.7948,0.96866,0.78963,0.83333,0.68877,0.50975,1.45443,17.7852,1.80108,2.67228e-05,2.67228e-05,2.67228e-05
80,523.82,0.7785,33.8286,1.01298,0.77997,0.83333,0.67125,0.50574,1.49125,20.5892,1.82762,1.72064e-05,1.72064e-05,1.72064e-05
