epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,1004.18,0.48459,6.92946,1.15456,0.72328,0.72887,0.74122,0.49635,0.64008,6.93579,1.20245,0.000650909,0.000650909,0.000650909
35,1032.76,0.47096,6.42953,1.15804,0.78673,0.86567,0.84693,0.55099,0.60811,7.23701,1.16329,0.000627331,0.000627331,0.000627331
36,1060.78,0.45786,6.545,1.13812,0.69039,0.75309,0.72386,0.51338,0.54361,6.39108,1.08884,0.000603752,0.000603752,0.000603752
37,1089.69,0.45804,6.44779,1.13977,0.88724,0.74233,0.80501,0.53265,0.63377,6.55325,1.17033,0.000580174,0.000580174,0.000580174
38,1117.76,0.4698,6.37233,1.15463,0.83445,0.72618,0.76426,0.55255,0.52649,6.45585,1.07956,0.000556595,0.000556595,0.000556595
39,1146.27,0.46485,6.83896,1.15133,0.92448,0.70446,0.78661,0.53945,0.58558,6.35025,1.15847,0.000533017,0.000533017,0.000533017
40,1175.54,0.47439,6.46399,1.13225,0.912,0.72717,0.82266,0.56784,0.61065,6.18279,1.19433,0.000509438,0.000509438,0.000509438
41,1203.38,0.45282,6.53458,1.13202,0.70442,0.75126,0.72701,0.52102,0.5597,5.87757,1.1268,0.00048586,0.00048586,0.00048586
42,1231.9,0.44582,6.31249,1.11646,0.9533,0.85344,0.90237,0.58624,0.56092,5.93485,1.13687,0.000462281,0.000462281,0.000462281
43,1260.52,0.45125,6.29193,1.1273,0.90855,0.7462,0.79211,0.54521,0.59252,6.15261,1.15276,0.000438703,0.000438703,0.000438703
44,1289.01,0.49194,6.85009,1.14076,0.90729,0.86579,0.89143,0.51997,0.67274,6.46814,1.25469,0.000415124,0.000415124,0.000415124
45,1317.71,0.46227,6.29257,1.12669,0.90893,0.8642,0.90831,0.6189,0.51383,5.39563,1.08033,0.000391546,0.000391546,0.000391546
46,1346.86,0.47101,6.56383,1.14023,0.9157,0.74074,0.84058,0.61891,0.51583,5.64118,1.07069,0.000367967,0.000367967,0.000367967
47,1376.05,0.43883,5.88298,1.10594,0.93711,0.85917,0.8999,0.58805,0.60911,5.72601,1.16398,0.000344389,0.000344389,0.000344389
48,1404.39,0.44184,6.10361,1.10717,0.95626,0.84975,0.8962,0.60054,0.57445,5.5465,1.15196,0.00032081,0.00032081,0.00032081
49,1432.77,0.44628,5.88766,1.13581,0.94231,0.85344,0.89361,0.61057,0.54051,5.52559,1.12077,0.000297232,0.000297232,0.000297232
50,1461.12,0.43211,5.4553,1.10307,0.92424,0.85694,0.90534,0.60658,0.55898,5.75286,1.12474,0.000273654,0.000273654,0.000273654
51,1486.88,0.3516,4.45957,0.99424,0.91678,0.85712,0.90566,0.64102,0.53262,5.43427,1.09367,0.000250075,0.000250075,0.000250075
52,1512.63,0.34675,4.42976,0.98848,0.80358,0.85241,0.87089,0.59561,0.55876,5.64707,1.12651,0.000226497,0.000226497,0.000226497
53,1538.32,0.33866,4.21888,0.97623,0.96637,0.83837,0.91327,0.61543,0.55104,5.43785,1.11666,0.000202918,0.000202918,0.000202918
54,1564.06,0.33275,4.05994,0.96803,0.97431,0.83609,0.90486,0.62244,0.5322,5.29078,1.09363,0.00017934,0.00017934,0.00017934
55,1589.79,0.32952,3.90195,0.96358,0.849,0.74233,0.83025,0.59354,0.55824,5.49517,1.12218,0.000155761,0.000155761,0.000155761
56,1615.37,0.34447,3.92808,0.98118,0.89217,0.74233,0.82865,0.59516,0.55172,5.45072,1.12772,0.000132183,0.000132183,0.000132183
57,1641.01,0.32572,3.88276,0.96184,0.90067,0.74047,0.82525,0.60046,0.53501,5.46337,1.09791,0.000108604,0.000108604,0.000108604
58,1666.57,0.32363,3.87446,0.967,0.87927,0.73937,0.82268,0.60033,0.52257,5.27206,1.09102,8.50255e-05,8.50255e-05,8.50255e-05
59,1692.1,0.32755,3.80575,0.97107,0.88251,0.73571,0.82697,0.58389,0.52941,5.33949,1.0994,6.1447e-05,6.1447e-05,6.1447e-05
60,1717.69,0.32623,3.82056,0.94072,0.88196,0.73517,0.82765,0.57739,0.54763,5.36277,1.11855,3.78685e-05,3.78685e-05,3.78685e-05
