epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,152.628,1.40332,30.107,1.33525,0.98424,0.16667,0.28709,0.11113,1.61754,10.9263,1.89602,0.00055964,0.00055964,0.00055964
24,159.03,1.44986,28.0825,1.40618,0.00281,0.83333,0.07055,0.02716,1.84967,13.5579,2.03965,0.000550123,0.000550123,0.000550123
25,165.541,1.6517,26.652,1.70186,0.08397,0.16667,0.12085,0.05541,1.47226,12.8385,1.88505,0.000540607,0.000540607,0.000540607
26,171.967,1.17098,32.4109,1.24757,0.24815,0.16667,0.24274,0.17021,1.32732,10.0139,1.80735,0.000531091,0.000531091,0.000531091
27,178.244,1.64757,23.4894,1.58018,0.00369,0.5,0.20236,0.15422,1.23289,12.6093,1.84098,0.000521574,0.000521574,0.000521574
28,184.584,1.42086,25.4377,1.49096,0.00517,0.58333,0.19783,0.16848,1.19722,12.698,1.79445,0.000512058,0.000512058,0.000512058
29,190.856,1.31739,24.3838,1.34711,0.33333,0.1498,0.2508,0.18514,1.26582,11.2316,1.8147,0.000502541,0.000502541,0.000502541
30,197.546,1.39818,25.328,1.49753,0.98023,0.16667,0.41736,0.26053,1.38433,10.5166,1.94671,0.000493025,0.000493025,0.000493025
31,204.121,1.51375,22.4441,1.50655,0.89126,0.16667,0.44517,0.31066,1.44226,10.0138,1.84224,0.000483509,0.000483509,0.000483509
32,210.344,1.48127,23.9455,1.50322,0.65964,0.27778,0.27581,0.20659,1.35425,9.39708,1.70373,0.000473992,0.000473992,0.000473992
33,216.66,1.36236,20.1108,1.46124,0.70561,0.27778,0.33952,0.25105,1.38181,9.36139,1.68437,0.000464476,0.000464476,0.000464476
34,222.923,1.15801,24.2342,1.27904,0.64217,0.61052,0.68369,0.2673,1.3941,9.40154,1.75105,0.00045496,0.00045496,0.00045496
35,229.032,1.29379,20.8068,1.38201,0.66927,0.27778,0.41524,0.21214,1.56412,8.93921,1.86603,0.000445443,0.000445443,0.000445443
36,235.322,1.25062,23.2805,1.32731,0.8072,0.27557,0.32947,0.19302,1.57144,8.75507,1.88982,0.000435927,0.000435927,0.000435927
37,241.512,1.47148,20.0842,1.49224,0.84344,0.29185,0.50274,0.33827,1.45612,8.34903,1.86079,0.000426411,0.000426411,0.000426411
38,247.561,1.3049,20.3608,1.56053,0.75885,0.27718,0.40848,0.27616,1.50663,8.15888,1.93203,0.000416894,0.000416894,0.000416894
39,253.718,1.36393,22.7655,1.3782,0.93233,0.11111,0.28278,0.16112,1.48143,10.4423,1.91941,0.000407378,0.000407378,0.000407378
40,259.753,1.33197,19.658,1.40752,0.94913,0.11111,0.29455,0.14227,1.61795,10.2657,2.09231,0.000397861,0.000397861,0.000397861
41,266.255,1.35293,15.3679,1.45599,0.74439,0.36545,0.51042,0.27224,1.61861,12.0035,2.0849,0.000388345,0.000388345,0.000388345
42,272.303,1.42665,19.1227,1.43117,0.75206,0.5,0.59499,0.35934,1.61194,17.837,2.08281,0.000378829,0.000378829,0.000378829
43,278.407,1.25066,21.4656,1.34442,0.8164,0.5,0.88736,0.41983,1.49313,9.46469,1.97962,0.000369312,0.000369312,0.000369312
44,284.738,1.07669,23.3973,1.12233,0.87373,0.5,0.65808,0.37758,1.50774,7.35711,1.98327,0.000359796,0.000359796,0.000359796
45,291.259,1.29025,18.7298,1.38281,0.82582,0.5,0.75417,0.39935,1.61017,9.7711,2.1622,0.00035028,0.00035028,0.00035028
46,297.637,1.27583,16.3927,1.45012,0.46605,0.92762,0.90704,0.47498,1.51832,20.5897,2.22085,0.000340763,0.000340763,0.000340763
47,304.196,1.1538,16.8907,1.26141,0.44595,0.83333,0.68136,0.42313,1.49557,11.9597,2.14785,0.000331247,0.000331247,0.000331247
48,310.35,1.28953,16.013,1.3672,0.43492,0.83333,0.63111,0.35474,1.40937,10.3403,2.06601,0.00032173,0.00032173,0.00032173
49,316.633,1.2828,16.5488,1.47562,0.53658,0.83333,0.78629,0.41622,1.31585,7.94458,1.99944,0.000312214,0.000312214,0.000312214
50,323.032,1.30888,12.7266,1.46257,0.56534,0.83333,0.83099,0.4965,1.32029,26.688,2.26516,0.000302698,0.000302698,0.000302698
51,328.966,1.3274,18.2027,1.477,0.52302,0.83333,0.77554,0.44704,1.30777,29.7608,2.09095,0.000293181,0.000293181,0.000293181
52,335.142,1.08185,15.6389,1.25261,0.52445,0.83333,0.83036,0.49411,1.25197,28.4459,1.82347,0.000283665,0.000283665,0.000283665
53,341.497,1.12131,16.324,1.2169,0.66375,0.83333,0.66455,0.4326,1.30527,25.6026,1.84374,0.000274148,0.000274148,0.000274148
54,347.611,1.29796,18.1796,1.32512,0.62917,0.72222,0.62065,0.43562,1.2606,15.6436,1.79672,0.000264632,0.000264632,0.000264632
55,354.081,1.21325,19.1636,1.29663,0.49127,0.77414,0.58381,0.39007,1.24587,15.529,1.74701,0.000255116,0.000255116,0.000255116
56,360.157,1.10403,15.8716,1.27398,0.58698,0.83007,0.74913,0.52603,1.19391,20.6644,1.7568,0.000245599,0.000245599,0.000245599
57,366.173,1.19056,15.0366,1.34528,0.53363,0.72222,0.78786,0.51797,1.26921,26.2109,1.8105,0.000236083,0.000236083,0.000236083
58,372.432,1.20195,14.776,1.34655,0.51287,0.83333,0.76474,0.5002,1.33962,26.6593,1.86589,0.000226567,0.000226567,0.000226567
59,378.901,1.25065,13.5972,1.45178,0.62665,0.83333,0.78815,0.47956,1.3871,19.7163,1.8513,0.00021705,0.00021705,0.00021705
60,385.207,1.22708,19.5477,1.38173,0.7963,0.79486,0.87,0.53696,1.37712,10.3543,1.73181,0.000207534,0.000207534,0.000207534
61,391.602,1.13147,12.4205,1.3316,0.75342,0.83333,0.73194,0.44307,1.33682,9.90415,1.69136,0.000198018,0.000198018,0.000198018
62,398.2,1.20852,13.5125,1.3101,0.7748,0.83333,0.6962,0.44222,1.25705,9.9127,1.61638,0.000188501,0.000188501,0.000188501
63,404.47,1.15563,12.3484,1.39441,0.66974,0.83333,0.63278,0.42109,1.23265,11.1156,1.59153,0.000178985,0.000178985,0.000178985
64,410.941,1.0094,17.2866,1.21963,0.61188,0.83333,0.58122,0.39295,1.21288,14.6138,1.63151,0.000169468,0.000169468,0.000169468
65,417.315,1.03223,12.7392,1.18905,0.50779,0.83333,0.57815,0.36389,1.21476,16.3746,1.68611,0.000159952,0.000159952,0.000159952
66,423.768,0.97283,17.3269,1.18555,0.47922,0.83333,0.54783,0.39187,1.1962,21.1603,1.73102,0.000150436,0.000150436,0.000150436
67,429.881,0.92238,13.5434,1.20269,0.62343,0.83333,0.66571,0.47773,1.1558,22.9378,1.73863,0.000140919,0.000140919,0.000140919
68,436.068,0.8914,20.027,1.07066,0.66694,0.83333,0.81502,0.61738,1.15267,23.7822,1.72064,0.000131403,0.000131403,0.000131403
69,442.46,1.15167,13.3072,1.3725,0.77984,0.83333,0.84215,0.63256,1.13786,24.6429,1.69868,0.000121887,0.000121887,0.000121887
70,448.489,1.06021,18.9506,1.23652,0.77554,0.83333,0.81837,0.63508,1.13603,28.4068,1.64447,0.00011237,0.00011237,0.00011237
71,459.358,0.76002,22.9203,1.03065,0.63598,0.83333,0.75545,0.56806,1.23496,33.7425,1.64177,0.000102854,0.000102854,0.000102854
72,466.968,0.79736,21.5376,1.07474,0.52926,0.83333,0.84997,0.59845,1.25197,33.1132,1.64172,9.33374e-05,9.33374e-05,9.33374e-05
73,473.134,0.78479,21.6337,0.99994,0.58946,0.83333,0.82049,0.61578,1.26258,27.0122,1.65901,8.3821e-05,8.3821e-05,8.3821e-05
74,479.254,0.81264,18.8668,1.12884,0.66307,0.83333,0.81087,0.62547,1.22534,21.3222,1.65005,7.43046e-05,7.43046e-05,7.43046e-05
75,485.396,0.74591,22.3003,0.96198,0.58775,0.83333,0.83671,0.63297,1.20265,23.0814,1.61182,6.47882e-05,6.47882e-05,6.47882e-05
76,491.719,0.65628,22.3715,0.85492,0.60995,0.83333,0.68081,0.49477,1.17307,20.3432,1.58506,5.52719e-05,5.52719e-05,5.52719e-05
77,498.245,0.76155,19.1427,1.03585,0.59599,0.83333,0.66687,0.49099,1.16312,21.1373,1.57251,4.57555e-05,4.57555e-05,4.57555e-05
78,504.425,0.79394,19.6217,1.05283,0.56125,0.83333,0.66465,0.49411,1.15397,22.6752,1.57269,3.62391e-05,3.62391e-05,3.62391e-05
79,511.025,0.74515,22.102,0.95249,0.55961,0.83333,0.64365,0.46003,1.15252,22.8042,1.55938,2.67228e-05,2.67228e-05,2.67228e-05
80,517.81,0.74464,21.8744,1.06622,0.61917,0.83333,0.67133,0.47084,1.144,21.6763,1.5453,1.72064e-05,1.72064e-05,1.72064e-05
