epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,135.014,1.55933,6.00577,1.54043,0.48237,0.33801,0.24367,0.16375,1.37276,2.77568,1.9182,0.000527919,0.000527919,0.000527919
21,141.098,1.40902,8.37127,1.38084,0.21307,0.20833,0.22346,0.15444,1.31641,2.91592,1.82912,0.00051523,0.00051523,0.00051523
22,147.345,1.38642,5.36065,1.4871,0.18239,0.14583,0.28375,0.17403,1.32889,4.49127,1.88987,0.000502541,0.000502541,0.000502541
23,153.595,1.388,7.36245,1.39656,0.30104,0.39583,0.41813,0.19076,1.37317,3.18143,1.92571,0.000489853,0.000489853,0.000489853
24,160.185,1.3541,7.09907,1.32752,0.55691,0.5625,0.49959,0.23202,1.35881,2.79084,1.81257,0.000477165,0.000477165,0.000477165
25,166.768,1.40654,7.33363,1.57073,0.78547,0.33333,0.43178,0.23601,1.37545,2.86899,1.79567,0.000464476,0.000464476,0.000464476
26,173.255,1.2363,8.47596,1.323,0.90388,0.33333,0.49247,0.22827,1.52937,2.76196,1.79897,0.000451787,0.000451787,0.000451787
27,179.558,1.35493,6.52326,1.4539,0.43045,0.44172,0.47063,0.20902,1.64961,2.821,1.83894,0.000439099,0.000439099,0.000439099
28,185.929,1.40693,6.92711,1.40001,0.29529,0.43357,0.27815,0.18015,1.53619,3.23553,1.75275,0.000426411,0.000426411,0.000426411
29,192.271,1.19859,6.76473,1.28684,0.26554,0.44413,0.40732,0.20719,1.37413,2.59722,1.70168,0.000413722,0.000413722,0.000413722
30,198.72,1.26583,6.46231,1.44008,0.50545,0.45833,0.40621,0.25381,1.33827,2.69418,1.66841,0.000401033,0.000401033,0.000401033
31,205.378,1.39352,5.82304,1.47576,0.56283,0.375,0.40944,0.33078,1.38286,2.51173,1.64815,0.000388345,0.000388345,0.000388345
32,211.749,1.28577,7.23717,1.33932,0.58296,0.43627,0.43704,0.31609,1.36582,2.38482,1.62572,0.000375656,0.000375656,0.000375656
33,218.219,1.20131,5.3327,1.27363,0.62818,0.45833,0.45139,0.3479,1.33614,2.41655,1.59624,0.000362968,0.000362968,0.000362968
34,224.707,1.01597,6.82314,1.16169,0.57315,0.44525,0.40541,0.33382,1.20759,2.80381,1.50878,0.00035028,0.00035028,0.00035028
35,231.115,1.12335,5.24805,1.23705,0.87277,0.25,0.41384,0.33802,1.31544,2.85361,1.53574,0.000337591,0.000337591,0.000337591
36,237.362,1.10514,6.87896,1.14554,0.87305,0.25,0.40865,0.348,1.43069,2.86899,1.67883,0.000324903,0.000324903,0.000324903
37,243.679,1.25168,5.36194,1.34061,0.55524,0.45833,0.473,0.3827,1.37042,2.64196,1.6898,0.000312214,0.000312214,0.000312214
38,249.814,1.14682,5.2328,1.33264,0.57619,0.45833,0.43145,0.36137,1.25907,2.4586,1.57771,0.000299525,0.000299525,0.000299525
39,256.216,1.21751,5.36521,1.31139,0.49768,0.44808,0.44973,0.35123,1.23631,2.54526,1.58041,0.000286837,0.000286837,0.000286837
40,262.462,1.08513,4.5819,1.23254,0.4963,0.45246,0.48681,0.32152,1.20503,2.58055,1.57022,0.000274148,0.000274148,0.000274148
41,269.12,1.19192,3.96963,1.34441,0.60577,0.45833,0.54074,0.36818,1.11079,2.35711,1.49565,0.00026146,0.00026146,0.00026146
42,275.247,1.07405,5.38388,1.1991,0.42472,0.53603,0.58406,0.47437,1.15662,2.23503,1.52755,0.000248772,0.000248772,0.000248772
43,281.404,1.07301,5.86437,1.20457,0.82159,0.45833,0.54339,0.42857,1.09036,2.16238,1.51489,0.000236083,0.000236083,0.000236083
44,287.662,0.88918,7.39766,1.00812,0.61338,0.45304,0.55634,0.46584,1.19426,2.25202,1.5606,0.000223395,0.000223395,0.000223395
45,294.401,1.07953,5.03252,1.21806,0.61755,0.53414,0.59084,0.4847,1.32086,2.35046,1.57746,0.000210706,0.000210706,0.000210706
46,301.173,1.03085,4.70432,1.25109,0.61526,0.5204,0.60511,0.49995,1.30647,2.396,1.56132,0.000198018,0.000198018,0.000198018
47,307.588,1.00716,5.3777,1.15738,0.594,0.40741,0.58243,0.47654,1.29053,2.7382,1.62248,0.000185329,0.000185329,0.000185329
48,313.89,1.02739,4.81779,1.17706,0.39185,0.60637,0.58648,0.44511,1.29112,2.94017,1.71199,0.000172641,0.000172641,0.000172641
49,320.155,0.99652,4.67877,1.18952,0.62275,0.4523,0.58913,0.42022,1.23008,2.58486,1.68197,0.000159952,0.000159952,0.000159952
50,326.692,1.07848,3.45734,1.27426,0.61327,0.4489,0.58968,0.46557,1.15826,2.46207,1.59424,0.000147264,0.000147264,0.000147264
51,337.449,0.7063,8.44135,0.89545,0.60619,0.45833,0.56329,0.44075,1.15963,2.39579,1.57981,0.000134575,0.000134575,0.000134575
52,345.07,0.87631,6.1721,1.06682,0.5218,0.625,0.49858,0.38255,1.15191,2.58152,1.54949,0.000121887,0.000121887,0.000121887
53,351.772,0.74633,8.30801,0.94682,0.51297,0.625,0.49709,0.39571,1.12214,2.49105,1.48163,0.000109198,0.000109198,0.000109198
54,358.216,0.68518,8.67098,0.9036,0.55701,0.53312,0.47646,0.37096,1.02713,2.45118,1.41553,9.65095e-05,9.65095e-05,9.65095e-05
55,364.559,0.68394,8.19765,0.94013,0.54918,0.53433,0.47786,0.38211,1.03317,2.14674,1.41649,8.3821e-05,8.3821e-05,8.3821e-05
56,370.772,0.80464,7.82168,0.9667,0.51006,0.56082,0.62276,0.49624,1.0141,2.04364,1.40134,7.11325e-05,7.11325e-05,7.11325e-05
57,377.081,0.68124,8.28176,0.95293,0.56116,0.53444,0.60085,0.48703,1.0293,2.14913,1.41893,5.8444e-05,5.8444e-05,5.8444e-05
58,383.363,0.64009,9.00851,0.93305,0.55904,0.5291,0.58978,0.47764,1.03325,2.06496,1.39696,4.57555e-05,4.57555e-05,4.57555e-05
59,389.854,0.69138,8.55737,0.94262,0.43814,0.60123,0.58271,0.46505,1.02424,2.00594,1.39682,3.3067e-05,3.3067e-05,3.3067e-05
60,396.285,0.6942,7.21431,0.95702,0.55692,0.52082,0.60251,0.46859,1.0414,2.03067,1.38314,2.03785e-05,2.03785e-05,2.03785e-05
