epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,442.039,0.44395,6.84681,1.14788,0.82264,0.74074,0.76951,0.63171,0.3773,5.72926,1.08877,0.000976293,0.000976293,0.000976293
18,468.361,0.41921,6.60095,1.14086,0.76508,0.71747,0.80505,0.70294,0.34745,5.35302,1.05051,0.000947999,0.000947999,0.000947999
19,494.264,0.40291,6.00457,1.13046,0.75759,0.85185,0.90349,0.72669,0.35492,4.92484,1.04132,0.000919704,0.000919704,0.000919704
20,520.148,0.40395,5.98721,1.12142,0.58788,0.75309,0.76699,0.64282,0.39301,5.5653,1.12272,0.00089141,0.00089141,0.00089141
21,545.783,0.40043,5.89864,1.11374,0.73574,0.85293,0.84452,0.64696,0.37493,5.71326,1.05487,0.000863116,0.000863116,0.000863116
22,571.453,0.39323,5.9043,1.08394,0.69769,0.8642,0.88829,0.7251,0.32193,5.28185,1.00016,0.000834822,0.000834822,0.000834822
23,597.239,0.37116,5.41827,1.07196,0.96105,0.61584,0.70261,0.61334,0.2929,4.95801,0.9679,0.000806528,0.000806528,0.000806528
24,622.846,0.40717,5.69023,1.11469,0.65437,0.87654,0.88469,0.70989,0.3517,4.96861,1.03466,0.000778233,0.000778233,0.000778233
25,648.488,0.38243,6.17334,1.09445,0.61708,0.87654,0.92102,0.73347,0.34734,5.29584,1.02242,0.000749939,0.000749939,0.000749939
26,674.427,0.39281,5.99556,1.10364,0.67079,0.759,0.82372,0.69896,0.3102,4.74992,0.99322,0.000721645,0.000721645,0.000721645
27,700.916,0.3765,5.7725,1.08026,0.65089,0.7284,0.78199,0.69784,0.31442,5.33623,0.99051,0.000693351,0.000693351,0.000693351
28,726.36,0.36438,5.30443,1.05586,0.85761,0.85185,0.90133,0.75925,0.33908,4.41406,1.04888,0.000665057,0.000665057,0.000665057
29,752.499,0.35771,5.35358,1.04621,0.88233,0.8642,0.91012,0.7647,0.3117,4.22891,1.00229,0.000636762,0.000636762,0.000636762
30,778.306,0.38181,5.46515,1.08339,0.8673,0.87654,0.90834,0.77582,0.31478,4.35574,0.99732,0.000608468,0.000608468,0.000608468
31,804.012,0.36485,5.13284,1.07862,0.90974,0.85185,0.89745,0.79877,0.27507,4.12386,0.94286,0.000580174,0.000580174,0.000580174
32,829.935,0.34759,5.03993,1.05627,0.94142,0.86366,0.90325,0.77972,0.27081,4.24936,0.93635,0.00055188,0.00055188,0.00055188
33,855.445,0.3501,4.95612,1.0587,0.69694,0.83734,0.86769,0.72603,0.28652,4.54966,0.95257,0.000523586,0.000523586,0.000523586
34,881.184,0.3601,5.08805,1.05507,0.7395,0.9481,0.90896,0.69639,0.30445,4.18942,0.96535,0.000495291,0.000495291,0.000495291
35,906.829,0.35676,5.05006,1.08648,0.7451,0.74119,0.84934,0.72865,0.27658,4.18509,0.9527,0.000466997,0.000466997,0.000466997
36,932.387,0.33698,4.75234,1.05278,0.67412,0.74393,0.76651,0.65753,0.27639,4.27239,0.95838,0.000438703,0.000438703,0.000438703
37,957.887,0.31413,4.69182,1.02749,0.82795,0.80655,0.88892,0.76173,0.28818,4.3701,0.97021,0.000410409,0.000410409,0.000410409
38,983.487,0.33492,4.50437,1.06342,0.74332,0.81603,0.81686,0.71537,0.26505,4.39234,0.93321,0.000382115,0.000382115,0.000382115
39,1009.11,0.31608,4.55146,1.01998,0.57903,0.75309,0.70191,0.62856,0.2674,4.64018,0.92795,0.00035382,0.00035382,0.00035382
40,1034.73,0.33214,4.8077,1.03684,0.83847,0.85344,0.89669,0.7624,0.27506,4.04005,0.94732,0.000325526,0.000325526,0.000325526
41,1060.41,0.27474,3.58616,0.95072,0.67229,0.94096,0.7648,0.67914,0.2669,4.15386,0.94854,0.000297232,0.000297232,0.000297232
42,1085.92,0.27282,3.71788,0.93905,0.96946,0.84022,0.91445,0.79963,0.25659,3.53551,0.92524,0.000268938,0.000268938,0.000268938
43,1111.63,0.27926,3.44524,0.97127,0.93915,0.86738,0.91011,0.79729,0.26618,3.72865,0.95786,0.000240644,0.000240644,0.000240644
44,1137.04,0.25482,3.3374,0.93245,0.6286,0.77778,0.7247,0.64734,0.2688,4.02166,0.97435,0.000212349,0.000212349,0.000212349
45,1162.54,0.24814,3.22561,0.93741,0.62258,0.77778,0.7264,0.66103,0.25887,3.85438,0.9646,0.000184055,0.000184055,0.000184055
46,1188.1,0.2442,3.17996,0.93158,0.92695,0.77778,0.83057,0.74045,0.25715,3.57653,0.94656,0.000155761,0.000155761,0.000155761
47,1213.46,0.24026,3.08669,0.92369,0.93027,0.77778,0.8524,0.76802,0.25061,3.49487,0.92772,0.000127467,0.000127467,0.000127467
48,1238.93,0.22935,2.93532,0.91308,0.89495,0.77778,0.85765,0.78396,0.24196,3.35807,0.91641,9.91726e-05,9.91726e-05,9.91726e-05
49,1264.34,0.23297,2.95774,0.93561,0.88545,0.88889,0.92365,0.82342,0.24321,3.31695,0.91909,7.08784e-05,7.08784e-05,7.08784e-05
50,1289.98,0.22516,2.74268,0.91517,0.9414,0.77778,0.868,0.78086,0.24483,3.36749,0.927,4.25842e-05,4.25842e-05,4.25842e-05
